City,x,y,Team 1,Team 2,OverNumber,RunsScoredinover,WinningDetails,MatchDetail
 Pune,18.5213738,73.8545071,BAN,IND,17,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,18,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,19,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,20,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,21,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,22,1,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,23,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,24,11,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,25,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,26,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,27,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,28,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,29,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,30,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,31,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,32,7,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,33,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,34,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,35,1,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,36,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,37,8,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,38,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,39,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,40,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,41,9,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,42,1,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,43,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,44,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,45,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,46,15,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,47,8,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,48,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,49,10,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,50,8,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,1,8,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,2,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,3,12,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,4,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,5,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,6,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,7,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,8,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,9,2,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,10,13,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,11,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,12,12,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,13,23,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,14,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,15,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,16,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,17,7,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,18,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,19,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,20,12,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,21,1,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,22,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,23,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,24,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,25,7,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,26,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,27,7,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,28,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,29,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,30,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,31,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,32,4,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,33,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,34,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,35,5,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,36,3,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,37,14,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,38,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,39,9,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,40,11,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,41,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,BAN,IND,42,6,India won by 7 wickets (with 51 balls remaining),"17th Match (D/N), Pune, October 19, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,1,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,2,2,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,3,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,4,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,5,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,6,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,7,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,8,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,9,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,10,7,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,11,7,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,12,2,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,13,8,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,14,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,15,7,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,16,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,17,10,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,18,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,19,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,20,2,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,21,11,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,22,8,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,23,9,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,24,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,25,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,26,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,27,2,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,28,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,29,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,30,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,31,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,32,2,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,33,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,34,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,35,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,36,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,37,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,38,12,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,39,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,40,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,41,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,42,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,43,9,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,44,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,45,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,46,10,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,47,8,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,48,8,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,49,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,50,2,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,1,2,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,2,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,3,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,4,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,5,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,6,7,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,7,9,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,8,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,9,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,10,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,11,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,12,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,13,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,14,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,15,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,16,3,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,17,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,18,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,19,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,20,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,21,8,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,22,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,23,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,24,7,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,25,7,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,26,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,27,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,28,5,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,29,7,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,30,1,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,31,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,32,6,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,33,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,34,4,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
 Pune,18.5213738,73.8545071,SL,AFG,35,9,Afghanistan won by 7 wickets (with 28 balls remaining),"30th Match (D/N), Pune, October 30, 2023,
ICC Cricket World Cup"
